model,prompt_type,prompt_index,split,Category,TP,FP,FN,P,R,F0.5
tiiuae/falcon-40b-instruct,3-shot,1,fce-dev,U:ADV,7,30,24,0.1892,0.2258,0.1955
tiiuae/falcon-40b-instruct,3-shot,1,fce-dev,U:CONJ,2,10,1,0.1667,0.6667,0.1961
tiiuae/falcon-40b-instruct,3-shot,1,fce-dev,U:CONTR,4,7,1,0.3636,0.8,0.4082
tiiuae/falcon-40b-instruct,3-shot,1,fce-dev,U:DET,40,52,51,0.4348,0.4396,0.4357
tiiuae/falcon-40b-instruct,3-shot,1,fce-dev,U:NOUN,5,16,21,0.2381,0.1923,0.2273
tiiuae/falcon-40b-instruct,3-shot,1,fce-dev,U:NOUN:POSS,3,1,2,0.75,0.6,0.7143
tiiuae/falcon-40b-instruct,3-shot,1,fce-dev,U:OTHER,15,79,39,0.1596,0.2778,0.1744
tiiuae/falcon-40b-instruct,3-shot,1,fce-dev,U:PART,0,2,3,0.0,0.0,0.0
tiiuae/falcon-40b-instruct,3-shot,1,fce-dev,U:PREP,17,24,29,0.4146,0.3696,0.4048
tiiuae/falcon-40b-instruct,3-shot,1,fce-dev,U:PRON,7,35,11,0.1667,0.3889,0.1882
tiiuae/falcon-40b-instruct,3-shot,1,fce-dev,U:PUNCT,24,58,21,0.2927,0.5333,0.3217
tiiuae/falcon-40b-instruct,3-shot,1,fce-dev,U:VERB,6,16,18,0.2727,0.25,0.2679
tiiuae/falcon-40b-instruct,3-shot,1,fce-dev,U:VERB:FORM,1,7,1,0.125,0.5,0.1471
tiiuae/falcon-40b-instruct,3-shot,1,fce-dev,U:VERB:TENSE,11,20,11,0.3548,0.5,0.3767
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,M:ADJ,3,4,7,0.4286,0.3,0.3947
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,M:ADV,4,11,23,0.2667,0.1481,0.2299
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,M:CONJ,2,23,14,0.08,0.125,0.0862
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,M:CONTR,0,3,1,0.0,0.0,0.0
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,M:DET,90,49,124,0.6475,0.4206,0.5844
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,M:NOUN,3,26,22,0.1034,0.12,0.1064
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,M:NOUN:POSS,2,3,5,0.4,0.2857,0.3704
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,M:OTHER,9,67,75,0.1184,0.1071,0.116
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,M:PART,2,2,4,0.5,0.3333,0.4545
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,M:PREP,43,42,47,0.5059,0.4778,0.5
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,M:PRON,31,25,40,0.5536,0.4366,0.5254
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,M:PUNCT,79,379,106,0.1725,0.427,0.1958
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,M:VERB,27,15,23,0.6429,0.54,0.6193
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,M:VERB:FORM,4,6,6,0.4,0.4,0.4
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,M:VERB:TENSE,16,15,29,0.5161,0.3556,0.4734
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,R:ADJ,3,14,32,0.1765,0.0857,0.1456
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,R:ADJ:FORM,4,1,5,0.8,0.4444,0.6897
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,R:ADV,1,9,26,0.1,0.037,0.0746
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,R:CONJ,1,7,3,0.125,0.25,0.1389
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,R:CONTR,1,45,7,0.0217,0.125,0.026
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,R:DET,22,52,55,0.2973,0.2857,0.2949
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,R:MORPH,38,71,33,0.3486,0.5352,0.3748
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,R:NOUN,32,90,96,0.2623,0.25,0.2597
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,R:NOUN:INFL,17,3,1,0.85,0.9444,0.8673
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,R:NOUN:NUM,72,44,64,0.6207,0.5294,0.6
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,R:NOUN:POSS,0,2,1,0.0,0.0,0.0
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,R:ORTH,56,187,46,0.2305,0.549,0.2607
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,R:OTHER,97,247,297,0.282,0.2462,0.274
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,R:PART,5,3,6,0.625,0.4545,0.5814
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,R:PREP,68,62,148,0.5231,0.3148,0.462
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,R:PRON,9,39,34,0.1875,0.2093,0.1915
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,R:PUNCT,23,38,92,0.377,0.2,0.3203
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,R:SPELL,310,73,43,0.8094,0.8782,0.8223
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,R:VERB,24,54,153,0.3077,0.1356,0.2454
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,R:VERB:FORM,53,46,31,0.5354,0.631,0.5521
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,R:VERB:INFL,5,1,0,0.8333,1.0,0.8621
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,R:VERB:SVA,37,19,9,0.6607,0.8043,0.6852
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,R:VERB:TENSE,53,54,83,0.4953,0.3897,0.4699
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,R:WO,27,46,33,0.3699,0.45,0.3835
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,U:ADJ,2,2,9,0.5,0.1818,0.3704
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,U:ADV,7,25,24,0.2188,0.2258,0.2201
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,U:CONJ,1,5,2,0.1667,0.3333,0.1852
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,U:CONTR,5,8,0,0.3846,1.0,0.4386
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,U:DET,39,48,52,0.4483,0.4286,0.4442
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,U:NOUN,5,8,21,0.3846,0.1923,0.3205
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,U:NOUN:POSS,3,0,2,1.0,0.6,0.8824
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,U:OTHER,14,65,40,0.1772,0.2593,0.1892
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,U:PART,0,1,3,0.0,0.0,0.0
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,U:PREP,18,20,28,0.4737,0.3913,0.4545
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,U:PRON,7,29,11,0.1944,0.3889,0.216
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,U:PUNCT,25,52,20,0.3247,0.5556,0.3541
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,U:VERB,6,12,18,0.3333,0.25,0.3125
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,U:VERB:FORM,1,6,1,0.1429,0.5,0.1667
tiiuae/falcon-40b-instruct,3-shot,2,fce-dev,U:VERB:TENSE,10,20,12,0.3333,0.4545,0.3521
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,M:ADJ,3,6,7,0.3333,0.3,0.3261
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,M:ADV,4,21,23,0.16,0.1481,0.1575
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,M:CONJ,3,27,13,0.1,0.1875,0.1103
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,M:CONTR,0,2,1,0.0,0.0,0.0
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,M:DET,92,56,122,0.6216,0.4299,0.5707
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,M:NOUN,4,27,21,0.129,0.16,0.1342
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,M:NOUN:POSS,2,3,5,0.4,0.2857,0.3704
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,M:OTHER,11,90,73,0.1089,0.131,0.1127
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,M:PART,2,1,4,0.6667,0.3333,0.5556
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,M:PREP,44,47,46,0.4835,0.4889,0.4846
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,M:PRON,28,34,43,0.4516,0.3944,0.4389
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,M:PUNCT,83,426,102,0.1631,0.4486,0.1869
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,M:VERB,28,23,22,0.549,0.56,0.5512
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,M:VERB:FORM,4,7,6,0.3636,0.4,0.3704
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,M:VERB:TENSE,14,17,31,0.4516,0.3111,0.4142
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,R:ADJ,3,22,32,0.12,0.0857,0.1111
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,R:ADJ:FORM,4,1,5,0.8,0.4444,0.6897
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,R:ADV,5,39,22,0.1136,0.1852,0.1232
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,R:CONJ,1,8,3,0.1111,0.25,0.125
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,R:CONTR,4,71,4,0.0533,0.5,0.0649
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,R:DET,26,63,51,0.2921,0.3377,0.3002
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,R:MORPH,37,72,34,0.3394,0.5211,0.3649
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,R:NOUN,31,108,97,0.223,0.2422,0.2266
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,R:NOUN:INFL,17,3,1,0.85,0.9444,0.8673
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,R:NOUN:NUM,74,49,62,0.6016,0.5441,0.5892
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,R:NOUN:POSS,0,2,1,0.0,0.0,0.0
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,R:ORTH,65,207,37,0.239,0.6373,0.2731
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,R:OTHER,103,342,291,0.2315,0.2614,0.2369
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,R:PART,5,3,6,0.625,0.4545,0.5814
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,R:PREP,74,73,142,0.5034,0.3426,0.4602
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,R:PRON,10,43,33,0.1887,0.2326,0.1961
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,R:PUNCT,30,52,85,0.3659,0.2609,0.3386
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,R:SPELL,307,78,46,0.7974,0.8697,0.8109
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,R:VERB,28,81,149,0.2569,0.1582,0.2284
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,R:VERB:FORM,51,44,33,0.5368,0.6071,0.5496
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,R:VERB:INFL,5,1,0,0.8333,1.0,0.8621
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,R:VERB:SVA,36,23,10,0.6102,0.7826,0.6383
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,R:VERB:TENSE,53,61,83,0.4649,0.3897,0.4476
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,R:WO,28,43,32,0.3944,0.4667,0.407
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,U:ADJ,2,7,9,0.2222,0.1818,0.2128
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,U:ADV,6,30,25,0.1667,0.1935,0.1714
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,U:CONJ,1,10,2,0.0909,0.3333,0.1064
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,U:CONTR,4,7,1,0.3636,0.8,0.4082
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,U:DET,42,54,49,0.4375,0.4615,0.4421
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,U:NOUN,6,12,20,0.3333,0.2308,0.3061
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,U:NOUN:POSS,3,0,2,1.0,0.6,0.8824
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,U:OTHER,15,85,39,0.15,0.2778,0.1652
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,U:PART,0,1,3,0.0,0.0,0.0
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,U:PREP,18,23,28,0.439,0.3913,0.4286
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,U:PRON,7,35,11,0.1667,0.3889,0.1882
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,U:PUNCT,25,51,20,0.3289,0.5556,0.3582
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,U:VERB,7,17,17,0.2917,0.2917,0.2917
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,U:VERB:FORM,1,6,1,0.1429,0.5,0.1667
tiiuae/falcon-40b-instruct,3-shot,3,fce-dev,U:VERB:TENSE,10,22,12,0.3125,0.4545,0.3333
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,M:ADJ,3,3,7,0.5,0.3,0.4412
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,M:ADV,5,11,22,0.3125,0.1852,0.2747
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,M:CONJ,2,20,14,0.0909,0.125,0.0962
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,M:CONTR,0,3,1,0.0,0.0,0.0
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,M:DET,92,44,122,0.6765,0.4299,0.6069
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,M:NOUN,3,21,22,0.125,0.12,0.124
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,M:NOUN:POSS,2,2,5,0.5,0.2857,0.4348
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,M:OTHER,11,61,73,0.1528,0.131,0.1478
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,M:PART,2,3,4,0.4,0.3333,0.3846
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,M:PREP,46,49,44,0.4842,0.5111,0.4894
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,M:PRON,26,28,45,0.4815,0.3662,0.453
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,M:PUNCT,81,403,104,0.1674,0.4378,0.1909
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,M:VERB,24,13,26,0.6486,0.48,0.6061
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,M:VERB:FORM,4,5,6,0.4444,0.4,0.4348
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,M:VERB:TENSE,14,15,31,0.4828,0.3111,0.4348
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,R:ADJ,3,22,32,0.12,0.0857,0.1111
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,R:ADJ:FORM,4,1,5,0.8,0.4444,0.6897
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,R:ADV,2,11,25,0.1538,0.0741,0.1266
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,R:CONJ,1,6,3,0.1429,0.25,0.1562
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,R:CONTR,4,49,4,0.0755,0.5,0.0909
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,R:DET,21,51,56,0.2917,0.2727,0.2877
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,R:MORPH,38,79,33,0.3248,0.5352,0.3525
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,R:NOUN,36,103,92,0.259,0.2812,0.2632
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,R:NOUN:INFL,17,3,1,0.85,0.9444,0.8673
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,R:NOUN:NUM,76,40,60,0.6552,0.5588,0.6333
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,R:NOUN:POSS,0,2,1,0.0,0.0,0.0
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,R:ORTH,62,181,40,0.2551,0.6078,0.2886
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,R:OTHER,93,258,301,0.265,0.236,0.2586
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,R:PART,5,1,6,0.8333,0.4545,0.7143
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,R:PREP,74,68,142,0.5211,0.3426,0.4719
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,R:PRON,9,42,34,0.1765,0.2093,0.1822
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,R:PUNCT,21,31,94,0.4038,0.1826,0.3251
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,R:SPELL,311,79,42,0.7974,0.881,0.8129
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,R:VERB,25,67,152,0.2717,0.1412,0.2294
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,R:VERB:FORM,51,45,33,0.5312,0.6071,0.5449
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,R:VERB:INFL,5,1,0,0.8333,1.0,0.8621
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,R:VERB:SVA,36,20,10,0.6429,0.7826,0.6667
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,R:VERB:TENSE,49,55,87,0.4712,0.3603,0.4438
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,R:WO,27,35,33,0.4355,0.45,0.4383
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,U:ADJ,2,5,9,0.2857,0.1818,0.2564
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,U:ADV,7,28,24,0.2,0.2258,0.2047
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,U:CONJ,1,7,2,0.125,0.3333,0.1429
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,U:CONTR,4,6,1,0.4,0.8,0.4444
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,U:DET,36,50,55,0.4186,0.3956,0.4138
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,U:NOUN,5,13,21,0.2778,0.1923,0.2551
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,U:NOUN:POSS,3,0,2,1.0,0.6,0.8824
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,U:OTHER,12,63,42,0.16,0.2222,0.1695
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,U:PART,1,2,2,0.3333,0.3333,0.3333
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,U:PREP,18,17,28,0.5143,0.3913,0.4839
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,U:PRON,6,29,12,0.1714,0.3333,0.1899
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,U:PUNCT,23,56,22,0.2911,0.5111,0.3186
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,U:VERB,5,11,19,0.3125,0.2083,0.2841
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,U:VERB:FORM,1,7,1,0.125,0.5,0.1471
tiiuae/falcon-40b-instruct,4-shot,1,fce-dev,U:VERB:TENSE,11,18,11,0.3793,0.5,0.3986
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,M:ADJ,3,4,7,0.4286,0.3,0.3947
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,M:ADV,5,6,22,0.4545,0.1852,0.3521
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,M:CONJ,2,19,14,0.0952,0.125,0.1
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,M:CONTR,0,0,1,1.0,0.0,0.0
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,M:DET,94,41,120,0.6963,0.4393,0.6233
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,M:NOUN,3,23,22,0.1154,0.12,0.1163
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,M:NOUN:POSS,2,2,5,0.5,0.2857,0.4348
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,M:OTHER,10,58,74,0.1471,0.119,0.1404
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,M:PART,2,3,4,0.4,0.3333,0.3846
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,M:PREP,42,36,48,0.5385,0.4667,0.5224
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,M:PRON,30,22,41,0.5769,0.4225,0.5376
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,M:PUNCT,77,337,108,0.186,0.4162,0.2091
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,M:VERB,27,15,23,0.6429,0.54,0.6193
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,M:VERB:FORM,4,6,6,0.4,0.4,0.4
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,M:VERB:TENSE,13,13,32,0.5,0.2889,0.4362
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,R:ADJ,2,18,33,0.1,0.0571,0.087
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,R:ADJ:FORM,4,1,5,0.8,0.4444,0.6897
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,R:ADV,1,7,26,0.125,0.037,0.0847
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,R:CONJ,1,5,3,0.1667,0.25,0.1786
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,R:CONTR,3,40,5,0.0698,0.375,0.0833
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,R:DET,22,49,55,0.3099,0.2857,0.3047
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,R:MORPH,37,66,34,0.3592,0.5211,0.383
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,R:NOUN,34,82,94,0.2931,0.2656,0.2872
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,R:NOUN:INFL,17,3,1,0.85,0.9444,0.8673
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,R:NOUN:NUM,73,42,63,0.6348,0.5368,0.6124
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,R:NOUN:POSS,0,2,1,0.0,0.0,0.0
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,R:ORTH,57,137,45,0.2938,0.5588,0.3246
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,R:OTHER,96,207,298,0.3168,0.2437,0.2989
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,R:PART,5,0,6,1.0,0.4545,0.8065
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,R:PREP,70,56,146,0.5556,0.3241,0.4861
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,R:PRON,9,37,34,0.1957,0.2093,0.1982
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,R:PUNCT,22,25,93,0.4681,0.1913,0.363
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,R:SPELL,314,68,39,0.822,0.8895,0.8347
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,R:VERB,22,48,155,0.3143,0.1243,0.2407
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,R:VERB:FORM,52,44,32,0.5417,0.619,0.5556
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,R:VERB:INFL,5,1,0,0.8333,1.0,0.8621
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,R:VERB:SVA,36,19,10,0.6545,0.7826,0.6767
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,R:VERB:TENSE,49,48,87,0.5052,0.3603,0.4676
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,R:WO,25,29,35,0.463,0.4167,0.4529
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,U:ADJ,2,3,9,0.4,0.1818,0.3226
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,U:ADV,6,23,25,0.2069,0.1935,0.2041
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,U:CONJ,1,7,2,0.125,0.3333,0.1429
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,U:CONTR,5,7,0,0.4167,1.0,0.4717
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,U:DET,33,32,58,0.5077,0.3626,0.4701
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,U:NOUN,5,13,21,0.2778,0.1923,0.2551
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,U:NOUN:POSS,2,0,3,1.0,0.4,0.7692
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,U:OTHER,12,51,42,0.1905,0.2222,0.1961
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,U:PART,0,2,3,0.0,0.0,0.0
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,U:PREP,18,18,28,0.5,0.3913,0.4737
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,U:PRON,7,28,11,0.2,0.3889,0.2215
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,U:PUNCT,25,44,20,0.3623,0.5556,0.3894
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,U:VERB,6,12,18,0.3333,0.25,0.3125
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,U:VERB:FORM,1,6,1,0.1429,0.5,0.1667
tiiuae/falcon-40b-instruct,4-shot,2,fce-dev,U:VERB:TENSE,11,15,11,0.4231,0.5,0.4365
tiiuae/falcon-40b-instruct,4-shot,3,fce-dev,M:ADJ,2,4,8,0.3333,0.2,0.2941
tiiuae/falcon-40b-instruct,4-shot,3,fce-dev,M:ADV,6,13,21,0.3158,0.2222,0.2913
tiiuae/falcon-40b-instruct,4-shot,3,fce-dev,M:CONJ,3,27,13,0.1,0.1875,0.1103
tiiuae/falcon-40b-instruct,4-shot,3,fce-dev,M:CONTR,0,2,1,0.0,0.0,0.0
tiiuae/falcon-40b-instruct,4-shot,3,fce-dev,M:DET,93,46,121,0.6691,0.4346,0.6039
tiiuae/falcon-40b-instruct,4-shot,3,fce-dev,M:NOUN,5,23,20,0.1786,0.2,0.1825
tiiuae/falcon-40b-instruct,4-shot,3,fce-dev,M:NOUN:POSS,2,3,5,0.4,0.2857,0.3704
tiiuae/falcon-40b-instruct,4-shot,3,fce-dev,M:OTHER,10,68,74,0.1282,0.119,0.1263
tiiuae/falcon-40b-instruct,4-shot,3,fce-dev,M:PART,2,1,4,0.6667,0.3333,0.5556
tiiuae/falcon-40b-instruct,4-shot,3,fce-dev,M:PREP,44,47,46,0.4835,0.4889,0.4846
tiiuae/falcon-40b-instruct,4-shot,3,fce-dev,M:PRON,30,25,41,0.5455,0.4225,0.5155
tiiuae/falcon-40b-instruct,4-shot,3,fce-dev,M:PUNCT,79,403,106,0.1639,0.427,0.1869
